class,cap_shape,cap_surface,cap_color,odor,gill_spacing,gill_size,gill_color,stalk_shape,stalk_root,veil_type,veil_color,ring_number,ring_type,spore_print_color,population,habitat
edible,flat,fibrous,red,none,close,broad,brown,tapering,bulbous,partial,white,1,pendant,brown,solitary,woods
poisonous,convex,scaly,yellow,foul,close,broad,pink,enlarging,bulbous,partial,white,1,large,chocolate,solitary,grasses
poisonous,flat,scaly,yellow,foul,close,broad,gray,enlarging,bulbous,partial,white,1,large,chocolate,several,woods
poisonous,flat,fibrous,gray,foul,close,broad,gray,enlarging,bulbous,partial,white,1,large,chocolate,several,paths
poisonous,convex,scaly,yellow,foul,close,broad,chocolate,enlarging,bulbous,partial,white,1,large,chocolate,solitary,grasses
poisonous,convex,fibrous,yellow,foul,close,broad,gray,enlarging,bulbous,partial,white,1,large,chocolate,solitary,paths
poisonous,knobbed,fibrous,yellow,none,close,narrow,white,enlarging,missing,partial,white,1,evanescent,white,several,woods
poisonous,flat,fibrous,yellow,foul,close,broad,chocolate,enlarging,bulbous,partial,white,1,large,chocolate,solitary,grasses
edible,knobbed,fibrous,cinnamon,none,crowded,narrow,white,enlarging,bulbous,partial,white,1,evanescent,white,several,leaves
poisonous,flat,fibrous,gray,foul,close,broad,chocolate,enlarging,bulbous,partial,white,1,large,chocolate,several,paths
poisonous,flat,scaly,yellow,foul,close,broad,chocolate,enlarging,bulbous,partial,white,1,large,chocolate,solitary,paths
poisonous,convex,scaly,gray,foul,close,broad,gray,enlarging,bulbous,partial,white,1,large,chocolate,several,woods
poisonous,convex,scaly,gray,foul,close,broad,pink,enlarging,bulbous,partial,white,1,large,chocolate,several,paths
poisonous,flat,fibrous,yellow,foul,close,broad,chocolate,enlarging,bulbous,partial,white,1,large,chocolate,several,grasses
poisonous,flat,scaly,yellow,foul,close,broad,chocolate,enlarging,bulbous,partial,white,1,large,chocolate,several,woods
poisonous,convex,fibrous,yellow,foul,close,broad,pink,enlarging,bulbous,partial,white,1,large,chocolate,solitary,woods
poisonous,flat,fibrous,yellow,foul,close,broad,pink,enlarging,bulbous,partial,white,1,large,chocolate,several,paths
poisonous,convex,scaly,yellow,foul,close,broad,gray,enlarging,bulbous,partial,white,1,large,chocolate,solitary,woods
poisonous,bell,scaly,pink,none,close,broad,white,enlarging,bulbous,partial,white,2,pendant,green,several,grasses
edible,knobbed,scaly,pink,none,close,broad,red,enlarging,missing,partial,white,2,evanescent,white,clustered,waste
poisonous,convex,scaly,yellow,foul,close,broad,gray,enlarging,bulbous,partial,white,1,large,chocolate,several,paths
poisonous,convex,fibrous,yellow,foul,close,broad,pink,enlarging,bulbous,partial,white,1,large,chocolate,several,grasses
edible,knobbed,scaly,buff,none,close,broad,red,enlarging,missing,partial,white,2,evanescent,white,clustered,waste
poisonous,flat,scaly,yellow,foul,close,broad,pink,enlarging,bulbous,partial,white,1,large,chocolate,solitary,woods
poisonous,convex,smooth,white,foul,close,broad,pink,tapering,bulbous,partial,white,1,pendant,chocolate,scattered,urban
poisonous,convex,scaly,brown,spicy,close,narrow,buff,tapering,missing,partial,white,1,evanescent,white,several,paths
poisonous,convex,scaly,brown,fishy,close,narrow,buff,tapering,missing,partial,white,1,evanescent,white,several,woods
poisonous,convex,scaly,red,fishy,close,narrow,buff,tapering,missing,partial,white,1,evanescent,white,several,paths
poisonous,flat,grooves,white,none,crowded,narrow,white,enlarging,bulbous,partial,white,1,pendant,white,clustered,leaves
poisonous,convex,smooth,gray,foul,close,broad,pink,tapering,bulbous,partial,white,1,pendant,chocolate,several,urban
edible,flat,scaly,cinnamon,none,crowded,narrow,white,enlarging,bulbous,partial,white,1,evanescent,white,several,leaves
poisonous,convex,scaly,gray,foul,close,broad,pink,enlarging,bulbous,partial,white,1,large,chocolate,solitary,grasses
poisonous,flat,scaly,yellow,foul,close,broad,gray,enlarging,bulbous,partial,white,1,large,chocolate,several,woods
poisonous,flat,scaly,yellow,foul,close,broad,pink,enlarging,bulbous,partial,white,1,large,chocolate,solitary,paths
edible,flat,scaly,pink,none,close,broad,white,enlarging,missing,partial,white,2,evanescent,white,clustered,waste
poisonous,convex,smooth,buff,foul,close,broad,white,tapering,bulbous,partial,white,1,pendant,chocolate,several,grasses
poisonous,convex,smooth,gray,foul,close,broad,chocolate,tapering,bulbous,partial,white,1,pendant,chocolate,scattered,grasses
poisonous,convex,scaly,red,fishy,close,narrow,buff,tapering,missing,partial,white,1,evanescent,white,several,paths
edible,knobbed,scaly,cinnamon,none,crowded,narrow,white,enlarging,bulbous,partial,white,1,evanescent,white,several,leaves
poisonous,convex,smooth,white,foul,close,broad,white,tapering,bulbous,partial,white,1,pendant,chocolate,scattered,urban
poisonous,convex,smooth,white,foul,close,broad,chocolate,tapering,bulbous,partial,white,1,pendant,chocolate,several,grasses
poisonous,flat,smooth,buff,foul,close,broad,white,tapering,bulbous,partial,white,1,pendant,chocolate,several,urban
poisonous,flat,smooth,buff,foul,close,broad,pink,tapering,bulbous,partial,white,1,pendant,chocolate,several,grasses
edible,knobbed,scaly,cinnamon,none,crowded,narrow,white,enlarging,bulbous,partial,white,1,evanescent,white,several,leaves
poisonous,convex,scaly,gray,foul,close,broad,gray,enlarging,bulbous,partial,white,1,large,chocolate,several,woods
poisonous,flat,smooth,white,foul,close,broad,chocolate,tapering,bulbous,partial,white,1,pendant,chocolate,several,grasses
poisonous,flat,smooth,gray,foul,close,broad,white,tapering,bulbous,partial,white,1,pendant,chocolate,scattered,urban
poisonous,conical,grooves,white,none,crowded,narrow,white,enlarging,bulbous,partial,white,1,pendant,white,clustered,leaves
poisonous,convex,smooth,gray,foul,close,broad,pink,tapering,bulbous,partial,white,1,pendant,chocolate,scattered,urban
poisonous,bell,grooves,white,none,crowded,narrow,white,enlarging,bulbous,partial,white,1,pendant,white,clustered,leaves
poisonous,convex,smooth,buff,foul,close,broad,pink,tapering,bulbous,partial,white,1,pendant,chocolate,several,grasses
poisonous,flat,smooth,white,foul,close,broad,chocolate,tapering,bulbous,partial,white,1,pendant,chocolate,scattered,urban
poisonous,bell,fibrous,yellow,none,close,narrow,white,enlarging,missing,partial,white,1,evanescent,white,several,woods
poisonous,convex,scaly,brown,spicy,close,narrow,buff,tapering,missing,partial,white,1,evanescent,white,several,woods
poisonous,convex,scaly,brown,fishy,close,narrow,buff,tapering,missing,partial,white,1,evanescent,white,several,woods
edible,knobbed,smooth,brown,none,close,broad,white,enlarging,missing,partial,white,2,evanescent,white,clustered,waste
edible,knobbed,scaly,buff,none,close,broad,white,enlarging,missing,partial,white,2,evanescent,white,clustered,waste
poisonous,flat,smooth,white,foul,close,broad,white,tapering,bulbous,partial,white,1,pendant,chocolate,several,grasses
poisonous,flat,smooth,buff,none,close,broad,white,enlarging,bulbous,partial,white,2,pendant,green,several,meadows
poisonous,flat,scaly,yellow,foul,close,broad,pink,enlarging,bulbous,partial,white,1,large,chocolate,solitary,paths
poisonous,convex,scaly,gray,foul,close,broad,pink,enlarging,bulbous,partial,white,1,large,chocolate,solitary,grasses
poisonous,flat,smooth,buff,none,close,broad,green,enlarging,bulbous,partial,white,2,pendant,green,several,grasses
poisonous,convex,scaly,brown,foul,close,narrow,buff,tapering,missing,partial,white,1,evanescent,white,several,paths
poisonous,convex,scaly,red,fishy,close,narrow,buff,tapering,missing,partial,white,1,evanescent,white,several,paths
poisonous,flat,fibrous,gray,foul,close,broad,pink,enlarging,bulbous,partial,white,1,large,chocolate,solitary,woods
edible,convex,smooth,red,none,close,broad,red,enlarging,missing,partial,white,2,evanescent,white,clustered,waste
poisonous,convex,scaly,brown,foul,close,narrow,buff,tapering,missing,partial,white,1,evanescent,white,several,leaves
poisonous,convex,fibrous,yellow,foul,close,broad,gray,enlarging,bulbous,partial,white,1,large,chocolate,solitary,grasses
poisonous,convex,scaly,brown,fishy,close,narrow,buff,tapering,missing,partial,white,1,evanescent,white,several,woods
edible,flat,fibrous,brown,none,crowded,narrow,white,enlarging,bulbous,partial,white,1,evanescent,white,several,leaves
poisonous,convex,scaly,brown,foul,close,narrow,buff,tapering,missing,partial,white,1,evanescent,white,several,paths
edible,convex,smooth,buff,none,close,broad,red,enlarging,missing,partial,white,2,evanescent,white,clustered,waste
edible,flat,scaly,brown,none,close,broad,white,enlarging,missing,partial,white,2,evanescent,white,clustered,waste
poisonous,flat,scaly,yellow,foul,close,broad,gray,enlarging,bulbous,partial,white,1,large,chocolate,solitary,paths
poisonous,flat,scaly,buff,none,close,broad,green,enlarging,bulbous,partial,white,2,pendant,green,several,meadows
poisonous,convex,scaly,brown,none,close,narrow,white,enlarging,missing,partial,white,1,evanescent,white,several,woods
poisonous,convex,scaly,brown,fishy,close,narrow,buff,tapering,missing,partial,white,1,evanescent,white,several,leaves
poisonous,convex,smooth,buff,foul,close,broad,white,tapering,bulbous,partial,white,1,pendant,chocolate,scattered,grasses
poisonous,convex,smooth,buff,foul,close,broad,chocolate,tapering,bulbous,partial,white,1,pendant,chocolate,several,grasses
poisonous,flat,scaly,yellow,foul,close,broad,chocolate,enlarging,bulbous,partial,white,1,large,chocolate,solitary,paths
poisonous,flat,smooth,gray,foul,close,broad,white,tapering,bulbous,partial,white,1,pendant,chocolate,several,grasses
poisonous,convex,scaly,brown,foul,close,narrow,buff,tapering,missing,partial,white,1,evanescent,white,several,leaves
poisonous,convex,smooth,buff,foul,close,broad,pink,tapering,bulbous,partial,white,1,pendant,chocolate,several,grasses
poisonous,flat,fibrous,brown,none,close,narrow,white,enlarging,missing,partial,white,1,evanescent,white,several,woods
edible,convex,scaly,red,none,close,broad,white,enlarging,missing,partial,white,2,evanescent,white,clustered,waste
poisonous,flat,smooth,buff,foul,close,broad,white,tapering,bulbous,partial,white,1,pendant,chocolate,scattered,grasses
poisonous,flat,smooth,white,foul,close,broad,pink,tapering,bulbous,partial,white,1,pendant,chocolate,scattered,grasses
edible,knobbed,scaly,red,none,close,broad,white,enlarging,missing,partial,white,2,evanescent,white,clustered,waste
poisonous,convex,fibrous,yellow,foul,close,broad,pink,enlarging,bulbous,partial,white,1,large,chocolate,solitary,paths
poisonous,convex,fibrous,brown,none,close,narrow,white,enlarging,missing,partial,white,1,evanescent,white,several,woods
edible,convex,scaly,brown,none,close,broad,red,enlarging,missing,partial,white,2,evanescent,white,clustered,waste
poisonous,convex,scaly,gray,foul,close,broad,pink,enlarging,bulbous,partial,white,1,large,chocolate,solitary,grasses
poisonous,flat,smooth,buff,foul,close,broad,chocolate,tapering,bulbous,partial,white,1,pendant,chocolate,several,grasses
poisonous,flat,smooth,buff,foul,close,broad,chocolate,tapering,bulbous,partial,white,1,pendant,chocolate,scattered,grasses
poisonous,flat,scaly,yellow,foul,close,broad,chocolate,enlarging,bulbous,partial,white,1,large,chocolate,several,grasses
poisonous,flat,scaly,yellow,foul,close,broad,chocolate,enlarging,bulbous,partial,white,1,large,chocolate,several,woods
edible,convex,smooth,pink,none,close,broad,white,enlarging,missing,partial,white,2,evanescent,white,clustered,waste
edible,flat,smooth,pink,none,close,broad,red,enlarging,missing,partial,white,2,evanescent,white,clustered,waste
poisonous,bell,scaly,white,none,close,broad,green,enlarging,bulbous,partial,white,2,pendant,green,several,grasses
edible,convex,scaly,cinnamon,none,crowded,narrow,white,enlarging,bulbous,partial,white,1,evanescent,white,several,leaves
edible,flat,smooth,brown,none,close,broad,white,enlarging,missing,partial,white,2,evanescent,white,clustered,waste
poisonous,convex,smooth,buff,foul,close,broad,chocolate,tapering,bulbous,partial,white,1,pendant,chocolate,several,urban
poisonous,convex,smooth,gray,foul,close,broad,white,tapering,bulbous,partial,white,1,pendant,chocolate,several,grasses
poisonous,flat,scaly,yellow,foul,close,broad,gray,enlarging,bulbous,partial,white,1,large,chocolate,solitary,woods
poisonous,convex,smooth,buff,foul,close,broad,white,tapering,bulbous,partial,white,1,pendant,chocolate,several,urban
poisonous,convex,smooth,white,foul,close,broad,pink,tapering,bulbous,partial,white,1,pendant,chocolate,scattered,grasses
edible,flat,scaly,cinnamon,none,crowded,narrow,white,enlarging,bulbous,partial,white,1,evanescent,white,several,leaves
poisonous,convex,scaly,red,fishy,close,narrow,buff,tapering,missing,partial,white,1,evanescent,white,several,woods
poisonous,flat,fibrous,yellow,foul,close,broad,chocolate,enlarging,bulbous,partial,white,1,large,chocolate,solitary,woods
edible,convex,scaly,white,none,close,narrow,chocolate,enlarging,missing,partial,white,1,flaring,chocolate,several,woods
poisonous,convex,scaly,yellow,foul,close,broad,pink,enlarging,bulbous,partial,white,1,large,chocolate,several,paths
poisonous,flat,scaly,pink,none,close,broad,white,enlarging,bulbous,partial,white,2,pendant,green,several,grasses
poisonous,flat,smooth,gray,foul,close,broad,chocolate,tapering,bulbous,partial,white,1,pendant,chocolate,several,urban
poisonous,convex,scaly,brown,spicy,close,narrow,buff,tapering,missing,partial,white,1,evanescent,white,several,woods
edible,knobbed,smooth,pink,none,close,broad,white,enlarging,missing,partial,white,2,evanescent,white,clustered,waste
poisonous,convex,scaly,brown,foul,close,narrow,buff,tapering,missing,partial,white,1,evanescent,white,several,leaves
poisonous,convex,scaly,gray,foul,close,broad,gray,enlarging,bulbous,partial,white,1,large,chocolate,several,paths
poisonous,flat,smooth,buff,foul,close,broad,chocolate,tapering,bulbous,partial,white,1,pendant,chocolate,scattered,urban
edible,knobbed,scaly,pink,none,close,broad,red,enlarging,missing,partial,white,2,evanescent,white,clustered,waste
poisonous,convex,fibrous,yellow,foul,close,broad,chocolate,enlarging,bulbous,partial,white,1,large,chocolate,several,paths
poisonous,flat,scaly,gray,foul,close,broad,gray,enlarging,bulbous,partial,white,1,large,chocolate,several,grasses
poisonous,flat,fibrous,gray,foul,close,broad,gray,enlarging,bulbous,partial,white,1,large,chocolate,solitary,woods
poisonous,convex,smooth,buff,foul,close,broad,pink,tapering,bulbous,partial,white,1,pendant,chocolate,scattered,grasses
poisonous,convex,scaly,brown,foul,close,narrow,buff,tapering,missing,partial,white,1,evanescent,white,several,paths
poisonous,convex,scaly,yellow,foul,close,broad,pink,enlarging,bulbous,partial,white,1,large,chocolate,several,woods
poisonous,flat,fibrous,yellow,foul,close,broad,chocolate,enlarging,bulbous,partial,white,1,large,chocolate,several,woods
poisonous,flat,fibrous,brown,none,close,narrow,white,enlarging,missing,partial,white,1,evanescent,white,several,woods
edible,knobbed,smooth,buff,none,close,broad,white,enlarging,missing,partial,white,2,evanescent,white,clustered,waste
poisonous,flat,scaly,yellow,foul,close,broad,chocolate,enlarging,bulbous,partial,white,1,large,chocolate,several,grasses
poisonous,convex,scaly,red,fishy,close,narrow,buff,tapering,missing,partial,white,1,evanescent,white,several,leaves
poisonous,convex,smooth,gray,foul,close,broad,chocolate,tapering,bulbous,partial,white,1,pendant,chocolate,scattered,urban
edible,flat,smooth,brown,none,close,broad,red,enlarging,missing,partial,white,2,evanescent,white,clustered,waste
poisonous,convex,scaly,gray,foul,close,broad,gray,enlarging,bulbous,partial,white,1,large,chocolate,several,paths
poisonous,convex,scaly,brown,fishy,close,narrow,buff,tapering,missing,partial,white,1,evanescent,white,several,woods
poisonous,convex,smooth,gray,foul,close,broad,pink,tapering,bulbous,partial,white,1,pendant,chocolate,several,urban
poisonous,convex,smooth,gray,foul,close,broad,chocolate,tapering,bulbous,partial,white,1,pendant,chocolate,several,grasses
poisonous,flat,scaly,pink,none,close,broad,white,enlarging,bulbous,partial,white,2,pendant,green,several,meadows
edible,knobbed,scaly,buff,none,close,broad,white,enlarging,missing,partial,white,2,evanescent,white,clustered,waste
poisonous,convex,smooth,white,foul,close,broad,white,tapering,bulbous,partial,white,1,pendant,chocolate,several,urban
poisonous,convex,scaly,brown,fishy,close,narrow,buff,tapering,missing,partial,white,1,evanescent,white,several,woods
edible,knobbed,scaly,brown,none,close,broad,white,enlarging,missing,partial,white,2,evanescent,white,clustered,waste
poisonous,flat,scaly,yellow,foul,close,broad,gray,enlarging,bulbous,partial,white,1,large,chocolate,solitary,woods
edible,convex,scaly,pink,none,close,broad,white,enlarging,missing,partial,white,2,evanescent,white,clustered,waste
poisonous,flat,smooth,gray,foul,close,broad,pink,tapering,bulbous,partial,white,1,pendant,chocolate,scattered,urban
edible,convex,smooth,pink,none,close,broad,red,enlarging,missing,partial,white,2,evanescent,white,clustered,waste
poisonous,bell,scaly,brown,none,close,narrow,white,enlarging,missing,partial,white,1,evanescent,white,several,woods
poisonous,flat,smooth,buff,foul,close,broad,chocolate,tapering,bulbous,partial,white,1,pendant,chocolate,several,grasses
poisonous,convex,scaly,brown,foul,close,narrow,buff,tapering,missing,partial,white,1,evanescent,white,several,paths
poisonous,convex,scaly,brown,foul,close,narrow,buff,tapering,missing,partial,white,1,evanescent,white,several,woods
poisonous,convex,smooth,buff,foul,close,broad,white,tapering,bulbous,partial,white,1,pendant,chocolate,scattered,urban
poisonous,convex,scaly,brown,foul,close,narrow,buff,tapering,missing,partial,white,1,evanescent,white,several,leaves
edible,knobbed,scaly,pink,none,close,broad,white,enlarging,missing,partial,white,2,evanescent,white,clustered,waste
edible,knobbed,fibrous,cinnamon,none,crowded,narrow,white,enlarging,bulbous,partial,white,1,evanescent,white,several,leaves
poisonous,convex,scaly,yellow,foul,close,broad,chocolate,enlarging,bulbous,partial,white,1,large,chocolate,several,grasses
edible,convex,smooth,brown,none,close,broad,white,enlarging,missing,partial,white,2,evanescent,white,clustered,waste
poisonous,flat,fibrous,gray,foul,close,broad,pink,enlarging,bulbous,partial,white,1,large,chocolate,solitary,paths
poisonous,flat,scaly,yellow,foul,close,broad,pink,enlarging,bulbous,partial,white,1,large,chocolate,several,woods
poisonous,flat,smooth,gray,foul,close,broad,white,tapering,bulbous,partial,white,1,pendant,chocolate,several,urban
poisonous,knobbed,scaly,white,none,crowded,narrow,white,enlarging,bulbous,partial,white,1,pendant,white,clustered,leaves
edible,knobbed,fibrous,brown,none,crowded,narrow,white,enlarging,bulbous,partial,white,1,evanescent,white,several,leaves
poisonous,knobbed,fibrous,yellow,none,close,narrow,white,enlarging,missing,partial,white,1,evanescent,white,several,woods
poisonous,flat,smooth,white,foul,close,broad,white,tapering,bulbous,partial,white,1,pendant,chocolate,scattered,grasses
poisonous,flat,scaly,yellow,none,close,narrow,white,enlarging,missing,partial,white,1,evanescent,white,several,woods
poisonous,flat,scaly,yellow,foul,close,broad,gray,enlarging,bulbous,partial,white,1,large,chocolate,several,woods
edible,knobbed,smooth,buff,none,close,broad,red,enlarging,missing,partial,white,2,evanescent,white,clustered,waste
poisonous,flat,scaly,yellow,foul,close,broad,pink,enlarging,bulbous,partial,white,1,large,chocolate,several,paths
poisonous,convex,scaly,brown,fishy,close,narrow,buff,tapering,missing,partial,white,1,evanescent,white,several,paths
poisonous,convex,scaly,yellow,foul,close,broad,chocolate,enlarging,bulbous,partial,white,1,large,chocolate,solitary,woods
poisonous,convex,scaly,yellow,foul,close,broad,pink,enlarging,bulbous,partial,white,1,large,chocolate,several,paths
poisonous,bell,scaly,white,none,close,broad,white,enlarging,bulbous,partial,white,2,pendant,green,several,grasses
poisonous,flat,scaly,yellow,foul,close,broad,gray,enlarging,bulbous,partial,white,1,large,chocolate,solitary,grasses
poisonous,convex,smooth,white,foul,close,broad,pink,tapering,bulbous,partial,white,1,pendant,chocolate,several,grasses
poisonous,convex,smooth,buff,foul,close,broad,white,tapering,bulbous,partial,white,1,pendant,chocolate,several,grasses
edible,knobbed,scaly,buff,none,close,broad,white,enlarging,missing,partial,white,2,evanescent,white,clustered,waste
poisonous,flat,scaly,yellow,foul,close,broad,gray,enlarging,bulbous,partial,white,1,large,chocolate,several,paths
poisonous,convex,smooth,buff,foul,close,broad,pink,tapering,bulbous,partial,white,1,pendant,chocolate,scattered,grasses
poisonous,bell,scaly,buff,none,close,broad,white,enlarging,bulbous,partial,white,2,pendant,green,several,meadows
poisonous,convex,smooth,white,foul,close,broad,white,tapering,bulbous,partial,white,1,pendant,chocolate,several,grasses
edible,knobbed,smooth,brown,none,close,broad,white,enlarging,missing,partial,white,2,evanescent,white,clustered,waste
poisonous,flat,smooth,gray,foul,close,broad,white,tapering,bulbous,partial,white,1,pendant,chocolate,scattered,urban
poisonous,convex,fibrous,yellow,none,close,narrow,white,enlarging,missing,partial,white,1,evanescent,white,several,woods
poisonous,flat,smooth,gray,foul,close,broad,pink,tapering,bulbous,partial,white,1,pendant,chocolate,several,grasses
poisonous,flat,scaly,yellow,foul,close,broad,gray,enlarging,bulbous,partial,white,1,large,chocolate,solitary,woods
poisonous,knobbed,scaly,brown,none,close,narrow,white,enlarging,missing,partial,white,1,evanescent,white,several,woods
poisonous,flat,smooth,buff,foul,close,broad,pink,tapering,bulbous,partial,white,1,pendant,chocolate,scattered,urban
edible,flat,smooth,red,none,close,broad,white,enlarging,missing,partial,white,2,evanescent,white,clustered,waste
poisonous,convex,scaly,brown,foul,close,narrow,buff,tapering,missing,partial,white,1,evanescent,white,several,woods
poisonous,convex,scaly,brown,fishy,close,narrow,buff,tapering,missing,partial,white,1,evanescent,white,several,woods
poisonous,convex,scaly,brown,fishy,close,narrow,buff,tapering,missing,partial,white,1,evanescent,white,several,leaves
poisonous,convex,smooth,white,foul,close,broad,chocolate,tapering,bulbous,partial,white,1,pendant,chocolate,several,urban
edible,knobbed,smooth,brown,none,close,broad,red,enlarging,missing,partial,white,2,evanescent,white,clustered,waste
poisonous,flat,scaly,gray,foul,close,broad,pink,enlarging,bulbous,partial,white,1,large,chocolate,solitary,grasses
edible,convex,smooth,buff,none,close,broad,red,enlarging,missing,partial,white,2,evanescent,white,clustered,waste
poisonous,flat,smooth,white,foul,close,broad,white,tapering,bulbous,partial,white,1,pendant,chocolate,scattered,urban
edible,knobbed,fibrous,brown,none,crowded,narrow,white,enlarging,bulbous,partial,white,1,evanescent,white,several,leaves
poisonous,convex,scaly,brown,spicy,close,narrow,buff,tapering,missing,partial,white,1,evanescent,white,several,leaves
poisonous,flat,smooth,white,foul,close,broad,chocolate,tapering,bulbous,partial,white,1,pendant,chocolate,several,grasses
poisonous,convex,smooth,gray,foul,close,broad,chocolate,tapering,bulbous,partial,white,1,pendant,chocolate,several,urban
poisonous,knobbed,scaly,yellow,none,close,narrow,white,enlarging,missing,partial,white,1,evanescent,white,several,woods
poisonous,flat,smooth,white,none,close,broad,white,enlarging,bulbous,partial,white,2,pendant,green,several,meadows
poisonous,flat,fibrous,yellow,foul,close,broad,gray,enlarging,bulbous,partial,white,1,large,chocolate,solitary,paths
edible,knobbed,scaly,pink,none,close,broad,white,enlarging,missing,partial,white,2,evanescent,white,clustered,waste
poisonous,flat,scaly,white,none,crowded,narrow,white,enlarging,bulbous,partial,white,1,pendant,white,clustered,leaves
poisonous,flat,smooth,buff,foul,close,broad,pink,tapering,bulbous,partial,white,1,pendant,chocolate,several,urban
edible,flat,scaly,white,none,close,narrow,purple,enlarging,missing,partial,white,1,flaring,chocolate,solitary,woods
edible,convex,scaly,green,none,close,narrow,white,enlarging,missing,partial,white,1,flaring,chocolate,several,woods
edible,convex,smooth,buff,none,close,broad,white,enlarging,missing,partial,white,2,evanescent,white,clustered,waste
poisonous,flat,smooth,gray,foul,close,broad,chocolate,tapering,bulbous,partial,white,1,pendant,chocolate,several,grasses
poisonous,convex,scaly,red,fishy,close,narrow,buff,tapering,missing,partial,white,1,evanescent,white,several,woods
poisonous,flat,scaly,yellow,foul,close,broad,gray,enlarging,bulbous,partial,white,1,large,chocolate,solitary,paths
poisonous,flat,smooth,gray,foul,close,broad,white,tapering,bulbous,partial,white,1,pendant,chocolate,scattered,grasses
poisonous,flat,smooth,buff,foul,close,broad,chocolate,tapering,bulbous,partial,white,1,pendant,chocolate,scattered,grasses
edible,flat,smooth,red,none,close,broad,red,enlarging,missing,partial,white,2,evanescent,white,clustered,waste
poisonous,convex,scaly,red,fishy,close,narrow,buff,tapering,missing,partial,white,1,evanescent,white,several,woods
poisonous,flat,fibrous,gray,foul,close,broad,pink,enlarging,bulbous,partial,white,1,large,chocolate,solitary,grasses
poisonous,flat,scaly,yellow,foul,close,broad,gray,enlarging,bulbous,partial,white,1,large,chocolate,solitary,woods
edible,convex,smooth,brown,none,close,broad,red,enlarging,missing,partial,white,2,evanescent,white,clustered,waste
poisonous,flat,smooth,gray,foul,close,broad,pink,tapering,bulbous,partial,white,1,pendant,chocolate,scattered,grasses
poisonous,convex,scaly,brown,spicy,close,narrow,buff,tapering,missing,partial,white,1,evanescent,white,several,leaves
poisonous,flat,smooth,white,foul,close,broad,pink,tapering,bulbous,partial,white,1,pendant,chocolate,scattered,grasses
edible,convex,fibrous,cinnamon,none,crowded,narrow,white,enlarging,bulbous,partial,white,1,evanescent,white,several,leaves
poisonous,flat,smooth,gray,foul,close,broad,white,tapering,bulbous,partial,white,1,pendant,chocolate,several,grasses
poisonous,flat,fibrous,gray,foul,close,broad,pink,enlarging,bulbous,partial,white,1,large,chocolate,several,paths
edible,convex,scaly,green,none,close,narrow,white,enlarging,missing,partial,white,1,flaring,chocolate,solitary,woods
poisonous,convex,fibrous,yellow,foul,close,broad,gray,enlarging,bulbous,partial,white,1,large,chocolate,several,paths
poisonous,convex,scaly,brown,foul,close,narrow,buff,tapering,missing,partial,white,1,evanescent,white,several,leaves
poisonous,convex,scaly,brown,spicy,close,narrow,buff,tapering,missing,partial,white,1,evanescent,white,several,leaves
edible,flat,scaly,red,none,close,broad,white,enlarging,missing,partial,white,2,evanescent,white,clustered,waste
poisonous,convex,smooth,gray,foul,close,broad,white,tapering,bulbous,partial,white,1,pendant,chocolate,several,urban
edible,knobbed,scaly,brown,none,close,broad,white,enlarging,missing,partial,white,2,evanescent,white,clustered,waste
edible,flat,scaly,red,none,close,broad,red,enlarging,missing,partial,white,2,evanescent,white,clustered,waste
poisonous,convex,scaly,brown,foul,close,narrow,buff,tapering,missing,partial,white,1,evanescent,white,several,paths
poisonous,bell,scaly,brown,none,close,narrow,white,enlarging,missing,partial,white,1,evanescent,white,several,woods
poisonous,convex,scaly,brown,spicy,close,narrow,buff,tapering,missing,partial,white,1,evanescent,white,several,paths
edible,flat,scaly,buff,none,close,broad,red,enlarging,missing,partial,white,2,evanescent,white,clustered,waste
poisonous,convex,smooth,white,foul,close,broad,chocolate,tapering,bulbous,partial,white,1,pendant,chocolate,several,grasses
poisonous,flat,scaly,yellow,foul,close,broad,pink,enlarging,bulbous,partial,white,1,large,chocolate,several,grasses
edible,flat,scaly,brown,none,close,broad,white,enlarging,missing,partial,white,2,evanescent,white,clustered,waste
poisonous,bell,scaly,white,none,close,broad,gray,enlarging,bulbous,partial,white,2,pendant,green,several,meadows
edible,convex,scaly,brown,none,crowded,narrow,white,enlarging,bulbous,partial,white,1,evanescent,white,several,leaves
poisonous,flat,scaly,yellow,foul,close,broad,gray,enlarging,bulbous,partial,white,1,large,chocolate,several,paths
poisonous,convex,smooth,buff,foul,close,broad,chocolate,tapering,bulbous,partial,white,1,pendant,chocolate,scattered,grasses
poisonous,convex,scaly,brown,spicy,close,narrow,buff,tapering,missing,partial,white,1,evanescent,white,several,leaves
poisonous,convex,smooth,gray,foul,close,broad,chocolate,tapering,bulbous,partial,white,1,pendant,chocolate,scattered,urban
poisonous,flat,smooth,gray,foul,close,broad,white,tapering,bulbous,partial,white,1,pendant,chocolate,scattered,urban
poisonous,convex,scaly,brown,foul,close,narrow,buff,tapering,missing,partial,white,1,evanescent,white,several,paths
edible,flat,scaly,white,none,close,narrow,pink,enlarging,missing,partial,white,1,flaring,chocolate,several,woods
poisonous,convex,scaly,brown,spicy,close,narrow,buff,tapering,missing,partial,white,1,evanescent,white,several,leaves
poisonous,flat,fibrous,gray,foul,close,broad,gray,enlarging,bulbous,partial,white,1,large,chocolate,several,grasses
poisonous,convex,scaly,red,fishy,close,narrow,buff,tapering,missing,partial,white,1,evanescent,white,several,leaves
